#=====================================================
# File created:        Thu-31-Oct-2024-at-02-25-17AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        0.531962
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00625    1.0000   -2473.0554  0.2636 
   00626    1.0000   -2453.3050  0.2679 
   00627    1.0000   -2446.9105  0.2595 
   00628    1.0000   -2469.1151  0.2649 
   00629    1.0000   -2508.8950  0.2741 
   00630    1.0000   -2465.6458  0.2682 
   00631    1.0000   -2519.9141  0.2583 
   00632    1.0000   -2553.0872  0.2668 
   00633    1.0000   -2477.3847  0.2679 
   00634    1.0000   -2543.9742  0.2684 
   00635    1.0000   -2569.5452  0.2615 
   00636    1.0000   -2506.1156  0.2551 
   00637    1.0000   -2444.3072  0.2543 
   00638    1.0000   -2419.9626  0.2574 
   00639    1.0000   -2396.2442  0.2682 
   00640    1.0000   -2407.6912  0.2578 
   00641    1.0000   -2470.9123  0.2585 
   00642    1.0000   -2430.3305  0.2673 
   00643    1.0000   -2443.0567  0.2784 
   00644    1.0000   -2404.4835  0.2636 
   00645    1.0000   -2415.9602  0.2571 
   00646    1.0000   -2374.6402  0.2573 
   00647    1.0000   -2397.0229  0.2578 
   00648    1.0000   -2509.4804  0.2595 
   00649    1.0000   -2513.6810  0.2632 
   00650    1.0000   -2448.1901  0.2646 
   00651    1.0000   -2352.7218  0.2695 
   00652    1.0000   -2336.2591  0.2680 
   00653    1.0000   -2386.3061  0.2790 
   00654    1.0000   -2501.6193  0.2787 
   00655    1.0000   -2396.9691  0.2757 
   00656    1.0000   -2447.3573  0.2700 
   00657    1.0000   -2523.0783  0.2649 
   00658    1.0000   -2458.2842  0.2699 
   00659    1.0000   -2466.7200  0.2692 
   00660    1.0000   -2418.4888  0.2656 
   00661    1.0000   -2532.7896  0.2680 
   00662    1.0000   -2561.4492  0.2571 
   00663    1.0000   -2500.6813  0.2609 
   00664    1.0000   -2499.1037  0.2576 
   00665    1.0000   -2529.1864  0.2609 
   00666    1.0000   -2522.1657  0.2817 
   00667    1.0000   -2579.4752  0.2785 
   00668    1.0000   -2632.4630  0.2743 
   00669    1.0000   -2559.2941  0.2650 
   00670    1.0000   -2444.0779  0.2565 
   00671    1.0000   -2530.3856  0.2626 
   00672    1.0000   -2519.4144  0.2636 
   00673    1.0000   -2491.4266  0.2610 
   00674    1.0000   -2499.7400  0.2683 
   00675    1.0000   -2489.9116  0.2634 
   00676    1.0000   -2519.1825  0.2628 
   00677    1.0000   -2570.3462  0.2637 
   00678    1.0000   -2521.7409  0.2585 
   00679    1.0000   -2520.2830  0.2685 
   00680    1.0000   -2484.7943  0.2629 
   00681    1.0000   -2405.1042  0.2663 
   00682    1.0000   -2375.2955  0.2724 
   00683    1.0000   -2482.0905  0.2791 
   00684    1.0000   -2505.8613  0.2778 
   00685    1.0000   -2414.8002  0.2697 
   00686    1.0000   -2454.2072  0.2717 
   00687    1.0000   -2517.3857  0.2599 
   00688    1.0000   -2515.6157  0.2563 
   00689    1.0000   -2495.4967  0.2684 
   00690    1.0000   -2578.1999  0.2666 
   00691    1.0000   -2509.1213  0.2745 
   00692    1.0000   -2669.7621  0.2695 
   00693    1.0000   -2584.9593  0.2508 
   00694    1.0000   -2613.6595  0.2559 
   00695    1.0000   -2533.1516  0.2583 
   00696    1.0000   -2475.6834  0.2616 
   00697    1.0000   -2470.1646  0.2693 
   00698    0.0000   -2482.9705  0.2686 
   00699    1.0000   -2503.5486  0.2638 
   00700    1.0000   -2404.5080  0.2605 
   00701    1.0000   -2456.4643  0.2607 
   00702    1.0000   -2542.7772  0.2599 
   00703    1.0000   -2578.3876  0.2605 
   00704    1.0000   -2586.6068  0.2573 
   00705    1.0000   -2556.7574  0.2505 
   00706    1.0000   -2501.1265  0.2516 
   00707    1.0000   -2475.0718  0.2617 
   00708    1.0000   -2445.0951  0.2684 
   00709    1.0000   -2433.2954  0.2636 
   00710    1.0000   -2424.9338  0.2643 
   00711    1.0000   -2441.0908  0.2677 
   00712    1.0000   -2411.1029  0.2689 
   00713    1.0000   -2468.7138  0.2650 
   00714    1.0000   -2534.5024  0.2597 
   00715    1.0000   -2493.4584  0.2520 
   00716    1.0000   -2437.6611  0.2653 
   00717    1.0000   -2455.8856  0.2626 
   00718    1.0000   -2521.2524  0.2635 
   00719    1.0000   -2485.5355  0.2554 
   00720    1.0000   -2540.1013  0.2624 
   00721    1.0000   -2486.7790  0.2662 
   00722    1.0000   -2450.0030  0.2581 
   00723    1.0000   -2513.9392  0.2646 
   00724    1.0000   -2464.0195  0.2671 
   00725    1.0000   -2384.7676  0.2631 
   00726    1.0000   -2477.0054  0.2660 
   00727    1.0000   -2539.1154  0.2647 
   00728    1.0000   -2463.8229  0.2628 
   00729    1.0000   -2472.8504  0.2618 
   00730    1.0000   -2639.6504  0.2584 
   00731    1.0000   -2563.5848  0.2570 
   00732    1.0000   -2464.4997  0.2652 
   00733    1.0000   -2420.1128  0.2754 
   00734    1.0000   -2486.7852  0.2792 
   00735    1.0000   -2411.3113  0.2710 
   00736    1.0000   -2431.6359  0.2575 
   00737    1.0000   -2489.6530  0.2613 
   00738    1.0000   -2456.3707  0.2546 
   00739    1.0000   -2504.6744  0.2569 
   00740    1.0000   -2587.9544  0.2555 
   00741    1.0000   -2601.5479  0.2556 
   00742    1.0000   -2570.7609  0.2546 
   00743    1.0000   -2577.8797  0.2608 
   00744    1.0000   -2484.5026  0.2705 
   00745    1.0000   -2450.7669  0.2659 
   00746    1.0000   -2406.8564  0.2572 
   00747    1.0000   -2362.4392  0.2662 
   00748    1.0000   -2348.5862  0.2706 
   00749    1.0000   -2440.5665  0.2634 
   00750    1.0000   -2413.4579  0.2636 
   00751    1.0000   -2516.5630  0.2556 
   00752    1.0000   -2523.2807  0.2526 
   00753    1.0000   -2570.5026  0.2574 
   00754    1.0000   -2683.9700  0.2656 
   00755    1.0000   -2584.5202  0.2587 
   00756    1.0000   -2524.9490  0.2566 
   00757    1.0000   -2436.4658  0.2567 
   00758    1.0000   -2492.3661  0.2562 
   00759    1.0000   -2517.1267  0.2620 
   00760    1.0000   -2471.9858  0.2550 
   00761    1.0000   -2433.7789  0.2652 
   00762    1.0000   -2538.4873  0.2637 
   00763    1.0000   -2546.4564  0.2635 
   00764    1.0000   -2504.8760  0.2615 
   00765    1.0000   -2490.2439  0.2728 
   00766    0.0000   -2498.4010  0.2764 
   00767    1.0000   -2458.9852  0.2697 
   00768    1.0000   -2381.8138  0.2604 
   00769    1.0000   -2404.5677  0.2817 
   00770    1.0000   -2497.0570  0.2773 
   00771    1.0000   -2509.5538  0.2692 
   00772    1.0000   -2431.5147  0.2666 
   00773    1.0000   -2499.2073  0.2670 
   00774    1.0000   -2420.9183  0.2646 
   00775    1.0000   -2420.0611  0.2629 
   00776    1.0000   -2479.8857  0.2632 
   00777    1.0000   -2461.1974  0.2539 
   00778    1.0000   -2381.8394  0.2580 
   00779    1.0000   -2343.5242  0.2576 
   00780    1.0000   -2307.3856  0.2537 
   00781    1.0000   -2422.5740  0.2521 
   00782    1.0000   -2351.7403  0.2586 
   00783    1.0000   -2380.4841  0.2521 
   00784    1.0000   -2382.9280  0.2680 
   00785    1.0000   -2453.3113  0.2628 
   00786    1.0000   -2421.2994  0.2642 
   00787    1.0000   -2344.0574  0.2565 
   00788    1.0000   -2425.3041  0.2526 
   00789    1.0000   -2499.7957  0.2556 
   00790    1.0000   -2464.4969  0.2620 
   00791    0.0000   -2494.0010  0.2586 
   00792    1.0000   -2572.4179  0.2541 
   00793    1.0000   -2482.0191  0.2582 
   00794    1.0000   -2376.9901  0.2581 
   00795    1.0000   -2445.0175  0.2689 
   00796    0.0000   -2477.5097  0.2639 
   00797    1.0000   -2601.8339  0.2660 
   00798    1.0000   -2451.0037  0.2567 
   00799    1.0000   -2437.7243  0.2567 
   00800    1.0000   -2527.0477  0.2635 
   00801    1.0000   -2552.4221  0.2567 
   00802    1.0000   -2519.8028  0.2563 
   00803    1.0000   -2486.7639  0.2585 
   00804    1.0000   -2505.5477  0.2629 
   00805    1.0000   -2527.0292  0.2643 
   00806    1.0000   -2672.7600  0.2635 
   00807    1.0000   -2657.3332  0.2571 
   00808    1.0000   -2646.6245  0.2638 
   00809    1.0000   -2511.4316  0.2598 
   00810    1.0000   -2388.5024  0.2600 
   00811    1.0000   -2405.9752  0.2634 
   00812    1.0000   -2445.4731  0.2636 
   00813    1.0000   -2388.2646  0.2677 
   00814    1.0000   -2501.3943  0.2629 
   00815    1.0000   -2530.8867  0.2599 
   00816    1.0000   -2586.4593  0.2680 
   00817    1.0000   -2595.2843  0.2607 
   00818    1.0000   -2511.0028  0.2555 
   00819    1.0000   -2529.1911  0.2606 
   00820    1.0000   -2429.0576  0.2664 
   00821    1.0000   -2441.9339  0.2603 
   00822    1.0000   -2498.6885  0.2657 
   00823    1.0000   -2550.7451  0.2737 
   00824    1.0000   -2541.2960  0.2747 
   00825    1.0000   -2475.6923  0.2604 
   00826    1.0000   -2424.6952  0.2625 
   00827    1.0000   -2389.9183  0.2651 
   00828    1.0000   -2459.8815  0.2666 
   00829    1.0000   -2454.1013  0.2676 
   00830    1.0000   -2471.9441  0.2683 
   00831    1.0000   -2413.9549  0.2674 
   00832    1.0000   -2419.3477  0.2678 
   00833    1.0000   -2531.4843  0.2644 
   00834    1.0000   -2496.4956  0.2535 
   00835    1.0000   -2619.5358  0.2637 
   00836    1.0000   -2467.9523  0.2583 
   00837    1.0000   -2445.4445  0.2548 
   00838    1.0000   -2557.1839  0.2670 
   00839    1.0000   -2583.4834  0.2596 
   00840    1.0000   -2590.2308  0.2625 
   00841    1.0000   -2578.1049  0.2621 
   00842    1.0000   -2550.4813  0.2604 
   00843    1.0000   -2408.9303  0.2521 
   00844    1.0000   -2387.0838  0.2551 
   00845    1.0000   -2439.8548  0.2544 
   00846    1.0000   -2465.2243  0.2570 
   00847    1.0000   -2448.9892  0.2558 
   00848    1.0000   -2417.3372  0.2582 
   00849    1.0000   -2416.4073  0.2634 
   00850    1.0000   -2604.4472  0.2548 
   00851    1.0000   -2505.5157  0.2555 
   00852    1.0000   -2465.7692  0.2568 
   00853    1.0000   -2436.8572  0.2571 
   00854    1.0000   -2575.8121  0.2586 
   00855    1.0000   -2589.3039  0.2578 
   00856    1.0000   -2605.9840  0.2527 
   00857    1.0000   -2485.1729  0.2541 
   00858    1.0000   -2475.7534  0.2564 
   00859    1.0000   -2547.6930  0.2621 
   00860    1.0000   -2545.2524  0.2541 
   00861    1.0000   -2495.4996  0.2518 
   00862    1.0000   -2544.8785  0.2606 
   00863    1.0000   -2640.6830  0.2593 
   00864    1.0000   -2586.1287  0.2577 
   00865    1.0000   -2494.4315  0.2623 
   00866    1.0000   -2511.4523  0.2604 
   00867    1.0000   -2550.1395  0.2568 
   00868    1.0000   -2371.6412  0.2514 
   00869    1.0000   -2554.1018  0.2622 
   00870    1.0000   -2529.0320  0.2731 
   00871    1.0000   -2563.8776  0.2599 
   00872    1.0000   -2536.2225  0.2587 
   00873    1.0000   -2377.3438  0.2524 
   00874    1.0000   -2485.4305  0.2580 
   00875    1.0000   -2464.7348  0.2550 
   00876    1.0000   -2508.0431  0.2633 
   00877    1.0000   -2447.5768  0.2581 
   00878    1.0000   -2540.9544  0.2653 
   00879    0.0000   -2618.5243  0.2607 
   00880    1.0000   -2546.6577  0.2629 
   00881    1.0000   -2579.8575  0.2562 
   00882    1.0000   -2588.9951  0.2581 
   00883    1.0000   -2474.6087  0.2557 
   00884    1.0000   -2551.6072  0.2634 
   00885    1.0000   -2551.9820  0.2553 
   00886    1.0000   -2446.1117  0.2631 
   00887    1.0000   -2512.0127  0.2723 
   00888    1.0000   -2543.6839  0.2710 
   00889    1.0000   -2482.8285  0.2683 
   00890    1.0000   -2458.8996  0.2679 
   00891    1.0000   -2426.0684  0.2719 
   00892    1.0000   -2503.9131  0.2761 
   00893    1.0000   -2372.2696  0.2680 
   00894    1.0000   -2367.2119  0.2604 
   00895    1.0000   -2474.8207  0.2676 
   00896    1.0000   -2268.7380  0.2613 
   00897    1.0000   -2378.9663  0.2576 
   00898    1.0000   -2486.6362  0.2713 
   00899    1.0000   -2573.6856  0.2668 
   00900    1.0000   -2635.3613  0.2529 
   00901    1.0000   -2679.2349  0.2661 
   00902    1.0000   -2720.4511  0.2648 
   00903    1.0000   -2627.9667  0.2626 
   00904    1.0000   -2608.6820  0.2533 
   00905    1.0000   -2547.8868  0.2554 
   00906    1.0000   -2556.2258  0.2591 
   00907    1.0000   -2619.1661  0.2632 
   00908    1.0000   -2521.3816  0.2664 
   00909    1.0000   -2515.9421  0.2727 
   00910    1.0000   -2522.6598  0.2686 
   00911    1.0000   -2526.3504  0.2574 
   00912    1.0000   -2554.2934  0.2592 
   00913    1.0000   -2535.9451  0.2640 
   00914    1.0000   -2571.4408  0.2621 
   00915    0.0000   -2540.7226  0.2695 
   00916    1.0000   -2467.4360  0.2671 
   00917    1.0000   -2511.9458  0.2617 
   00918    1.0000   -2470.2158  0.2671 
   00919    1.0000   -2476.5355  0.2712 
   00920    1.0000   -2511.2913  0.2703 
   00921    1.0000   -2490.9465  0.2679 
   00922    1.0000   -2484.8861  0.2679 
   00923    0.0000   -2504.3061  0.2710 
   00924    1.0000   -2440.9295  0.2700 
   00925    1.0000   -2390.7268  0.2797 
   00926    1.0000   -2354.5004  0.2779 
   00927    0.0000   -2316.5554  0.2701 
   00928    1.0000   -2414.4644  0.2748 
   00929    1.0000   -2396.1946  0.2764 
   00930    1.0000   -2361.4328  0.2700 
   00931    1.0000   -2459.0657  0.2630 
   00932    1.0000   -2580.0723  0.2549 
   00933    0.0000   -2569.9162  0.2558 
   00934    1.0000   -2570.1745  0.2603 
   00935    1.0000   -2503.3203  0.2583 
   00936    1.0000   -2435.0004  0.2579 
   00937    1.0000   -2443.7081  0.2603 
   00938    1.0000   -2543.0429  0.2559 
   00939    1.0000   -2525.4002  0.2581 
   00940    1.0000   -2578.5696  0.2605 
   00941    1.0000   -2499.5014  0.2618 
   00942    1.0000   -2593.0271  0.2531 
   00943    1.0000   -2486.5259  0.2646 
   00944    1.0000   -2529.6192  0.2619 
   00945    1.0000   -2573.2841  0.2742 
   00946    1.0000   -2559.6812  0.2725 
   00947    1.0000   -2528.4448  0.2649 
   00948    1.0000   -2546.2292  0.2621 
   00949    1.0000   -2655.4673  0.2697 
   00950    1.0000   -2554.6343  0.2614 
   00951    1.0000   -2542.9394  0.2521 
   00952    1.0000   -2584.2366  0.2567 
   00953    1.0000   -2563.6761  0.2623 
   00954    1.0000   -2444.7099  0.2636 
   00955    1.0000   -2395.8450  0.2590 
   00956    1.0000   -2484.1162  0.2570 
   00957    1.0000   -2596.6021  0.2528 
   00958    1.0000   -2469.7660  0.2503 
   00959    1.0000   -2379.7502  0.2631 
   00960    1.0000   -2407.9546  0.2543 
   00961    1.0000   -2389.3008  0.2571 
   00962    1.0000   -2461.1597  0.2638 
   00963    1.0000   -2368.2223  0.2594 
   00964    1.0000   -2325.3759  0.2678 
   00965    1.0000   -2322.3673  0.2639 
   00966    1.0000   -2526.9261  0.2647 
   00967    1.0000   -2499.6948  0.2542 
   00968    1.0000   -2599.1301  0.2684 
   00969    1.0000   -2486.1808  0.2646 
   00970    1.0000   -2643.5599  0.2694 
   00971    1.0000   -2605.4707  0.2654 
   00972    1.0000   -2592.2022  0.2638 
   00973    1.0000   -2478.2908  0.2564 
   00974    1.0000   -2508.1370  0.2573 
   00975    1.0000   -2496.5111  0.2640 
   00976    1.0000   -2505.6478  0.2631 
   00977    1.0000   -2594.4592  0.2683 
   00978    0.0000   -2526.9225  0.2655 
   00979    1.0000   -2505.5763  0.2568 
   00980    1.0000   -2622.1998  0.2631 
   00981    1.0000   -2448.5733  0.2615 
   00982    1.0000   -2450.9179  0.2636 
   00983    1.0000   -2415.6654  0.2659 
   00984    1.0000   -2383.4184  0.2756 
   00985    1.0000   -2484.9168  0.2729 
   00986    1.0000   -2471.1220  0.2578 
   00987    1.0000   -2552.0204  0.2570 
   00988    1.0000   -2521.3875  0.2511 
   00989    0.0000   -2595.1613  0.2666 
   00990    1.0000   -2614.4069  0.2654 
   00991    1.0000   -2453.1829  0.2674 
   00992    1.0000   -2548.1164  0.2691 
   00993    1.0000   -2547.3638  0.2656 
   00994    1.0000   -2398.9191  0.2668 
   00995    1.0000   -2543.0284  0.2595 
   00996    1.0000   -2632.0877  0.2545 
   00997    1.0000   -2676.0905  0.2610 
   00998    1.0000   -2631.8218  0.2520 
   00999    1.0000   -2594.6930  0.2522 
   01000    1.0000   -2514.6635  0.2687 
